URL,url_length,num_digits,num_special_chars,num_subdomains,uses_https,has_phishing_keyword,has_risky_tld,typo_suspected,has_iframe,has_mouseover_script,redirect_count,domain_age_days,page_rank,has_ssl_certificate,dns_record_present,whois_update_days,hosting_country,ip_location_risk,click_rate,bounce_rate,avg_time_on_page,is_phishing
http://npjxku.uqb.okg.faceb00k.xyz/update/account/dashboard/home/index,70,2,7,3,0,1,0,1,1,1,2,99,0.05,0,0,16,BR,0,0.12,0.69,9,1
https://aiyit.fdcv.not.dscoqids.tk/login/verify/dashboard/home/index,68,0,7,3,1,1,0,0,0,1,0,40,0.14,1,1,177,CN,0,0.2,0.79,17,1
https://ggzuxf.mhjnzv.amaz0n.gq/login/verify/dashboard/home/index,65,1,7,2,1,1,0,1,1,0,1,21,0.04,0,1,111,RU,1,0.17,0.79,10,1
https://gzjay.udhvs.tmpx.lnvcxvx.xyz/dashboard/home/index,57,0,5,3,1,0,0,0,1,0,3,53,0.2,0,0,3,FR,1,0.11,0.59,16,1
http://bvmnqo.hajo.rczb.amaz0n.tk/secure/account/dashboard/home/index,69,1,7,3,0,1,0,1,1,1,1,199,0.11,0,1,16,FR,0,0.27,0.94,50,1
https://tqut.djiqv.g00gle.org/secure/account/dashboard/home/index,65,2,7,2,1,1,0,1,1,0,2,30,0.06,1,0,775,KR,1,0.39,0.56,41,1
https://zogtej.wid.faceb00k.xyz/secure/dashboard/home/index,59,2,6,2,1,1,0,1,1,1,0,14,0.07,0,1,34,CN,1,0.16,0.45,43,1
https://rjbw.plqub.jurydp.gcllzehci.com/login/dashboard/home/index,66,0,6,3,1,1,0,0,1,0,1,45,0.4,1,1,33,US,0,0.23,0.75,34,1
http://nxdusf.jtonkqg.tk/verify/update/dashboard/home/index,59,0,7,1,0,1,0,0,1,1,2,132,0.06,0,0,49,KR,0,0.02,0.73,11,1
https://zug.rsohhes.ml/login/dashboard/home/index,49,0,6,1,1,1,0,0,1,1,1,15,0.16,0,0,25,RU,1,0.2,0.8,18,1
https://appl3.net/dashboard/home/index,38,1,5,0,1,0,0,1,0,0,1,128,0.45,1,0,477,DE,1,0.12,0.74,17,1
https://ynhcf.qezlxbdde.org/verify/account/dashboard/home/index,63,0,7,1,1,1,0,0,1,1,1,6,0.15,0,0,285,CN,1,0.23,0.65,21,1
https://iybwcyugf.net/update/dashboard/home/index,49,0,6,0,1,1,0,0,1,0,0,151,0.45,1,1,89,FR,1,0.24,0.67,56,1
https://fpistw.djoimg.dbyw.g00gle.ml/verify/dashboard/home/index,64,2,6,3,1,1,0,1,0,1,1,32,0.41,1,0,87,DE,1,0.2,0.79,31,1
https://aynzfj.hpv.micros0ft.edu/secure/secure/dashboard/home/index,67,1,7,2,1,1,0,1,0,1,1,252,0.25,0,0,174,FR,1,0.16,0.8,31,1
https://uiytf.nbdiml.ipez.ojhklovqp.ml/update/secure/dashboard/home/index,73,0,7,3,1,1,0,0,1,0,1,33,0.03,1,0,75,KR,0,0.24,0.83,21,1
https://g00gle.net/secure/update/dashboard/home/index,53,2,7,0,1,1,0,1,0,0,0,23,0.16,0,0,140,KR,1,0.34,0.62,5,1
https://wtbdfi.niexij.pegof.ujvgoselk.net/account/dashboard/home/index,70,0,6,3,1,1,0,0,0,0,0,215,0.23,1,0,29,BR,1,0.0,0.72,82,1
https://foys.ctgb.qbks.jzvyuhhsj.edu/dashboard/home/index,57,0,5,3,1,0,0,0,1,1,1,185,0.22,0,0,221,CN,1,0.26,0.73,7,1
https://wexzkm.mfziqxco.xyz/update/update/dashboard/home/index,62,0,7,1,1,1,0,0,0,1,2,245,0.48,0,1,328,DE,1,0.19,0.71,51,1
http://otewx.ncredi.nxdnhvitq.ml/dashboard/home/index,53,0,5,2,0,0,0,0,1,1,2,36,0.19,1,1,76,DE,1,0.0,0.83,13,1
https://qyj.fddt.gjgrm.ml/verify/account/dashboard/home/index,61,0,7,2,1,1,0,0,0,0,1,54,0.03,0,0,443,IN,0,0.07,0.81,-6,1
https://indf.nnjxc.gq/secure/update/dashboard/home/index,56,0,7,1,1,1,0,0,1,1,1,98,0.06,1,0,125,US,0,0.18,0.63,32,1
https://skvtpbi.tk/dashboard/home/index,39,0,5,0,1,0,0,0,0,1,1,205,0.02,1,1,268,CN,0,0.09,0.84,-23,1
http://sfaa.msljf.jhyscv.zjxlxjczwd.org/account/dashboard/home/index,68,0,6,3,0,1,0,0,0,0,1,73,0.03,1,1,84,US,1,0.17,0.78,3,1
http://vtip.gwznk.gblot.xyz/login/dashboard/home/index,54,0,6,2,0,1,0,0,0,0,1,15,0.22,0,0,47,FR,0,0.2,0.71,27,1
https://khengf.uxoz.amaz0n.net/secure/verify/dashboard/home/index,65,1,7,2,1,1,0,1,1,1,0,95,0.06,1,0,348,DE,1,0.16,0.66,53,1
https://yayzd.xsskgi.bjpbbu.gq/verify/dashboard/home/index,58,0,6,2,1,1,0,0,1,1,1,31,0.3,1,0,401,KR,1,0.07,0.65,50,1
http://fogoy.mvxjkofdgy.net/verify/dashboard/home/index,55,0,6,1,0,1,0,0,0,0,1,80,0.11,0,0,103,CN,0,0.38,0.72,28,1
http://faceb00k.edu/login/update/dashboard/home/index,53,2,7,0,0,1,0,1,0,0,1,182,0.12,0,0,4,IN,1,0.22,0.73,-4,1
https://ankasn.avrux.xng.faceb00k.edu/secure/update/dashboard/home/index,72,2,7,3,1,1,0,1,1,1,1,13,0.28,1,0,57,IN,0,0.23,0.72,10,1
http://obaeml.owcnb.xroh.g00gle.xyz/dashboard/home/index,56,2,5,3,0,0,0,1,1,1,1,94,0.25,0,0,196,CN,0,0.3,0.52,4,1
https://hoo.rojtur.nzb.faceb00k.ml/verify/dashboard/home/index,62,2,6,3,1,1,0,1,1,0,1,16,0.21,0,0,88,DE,1,0.12,0.61,2,1
http://epjuhg.ces.tica.appl3.edu/secure/dashboard/home/index,60,1,6,3,0,1,0,1,0,1,1,75,0.1,1,0,43,FR,1,0.22,0.64,32,1
https://akusoz.oejd.micros0ft.tk/verify/dashboard/home/index,60,1,6,2,1,1,0,1,1,1,2,132,0.02,1,1,209,RU,1,0.17,0.54,21,1
https://iyfiz.qpfchyiqui.org/verify/dashboard/home/index,56,0,6,1,1,1,0,0,1,1,3,80,0.16,0,1,371,FR,1,0.18,0.78,42,1
https://uvbwur.coporoy.edu/dashboard/home/index,47,0,5,1,1,0,0,0,1,1,3,60,0.04,0,0,215,FR,1,0.21,0.74,25,1
http://epoqq.pnywkazs.tk/update/dashboard/home/index,52,0,6,1,0,1,0,0,1,1,5,158,0.02,1,0,14,IN,1,0.25,0.6,55,1
https://micros0ft.ml/login/dashboard/home/index,47,1,6,0,1,1,0,1,1,0,1,34,0.19,1,0,390,CN,1,0.3,0.57,41,1
https://faceb00k.edu/account/dashboard/home/index,49,2,6,0,1,1,0,1,1,1,0,183,0.0,1,0,288,US,0,0.31,0.65,58,1
https://apfpks.hsup.jfcr.uytnoilmuq.ml/secure/dashboard/home/index,66,0,6,3,1,1,0,0,1,0,4,48,0.15,0,0,78,DE,1,0.28,0.6,8,1
http://vshpcd.tk/dashboard/home/index,37,0,5,0,0,0,0,0,1,1,1,1,0.73,1,0,44,FR,1,0.08,0.68,13,1
https://fjoq.rkvmca.hhne.sqzomdilb.org/secure/dashboard/home/index,66,0,6,3,1,1,0,0,0,1,4,425,0.05,0,0,129,BR,0,0.25,0.64,19,1
http://ottlflt.gq/verify/dashboard/home/index,45,0,6,0,0,1,0,0,0,1,0,18,0.29,0,1,387,IN,1,0.18,0.66,6,1
https://oynxv.zuxz.jsqedffbjh.ml/login/update/dashboard/home/index,66,0,7,2,1,1,0,0,1,0,2,152,0.05,0,0,156,FR,1,0.05,0.64,22,1
https://pwwcz.wukzv.gvipom.qjbutkt.org/update/dashboard/home/index,66,0,6,3,1,1,0,0,0,1,5,8,0.19,0,0,123,US,1,0.13,0.65,34,1
http://crqbq.lccf.lzlzxwhw.com/dashboard/home/index,51,0,5,2,0,0,0,0,1,1,2,80,0.18,0,1,55,DE,0,0.09,0.72,36,1
https://bope.smfcucjh.net/account/dashboard/home/index,54,0,6,1,1,1,0,0,1,1,5,102,0.22,1,0,369,IN,1,0.25,0.66,13,1
https://ugqgp.urwrh.thbx.g00gle.net/dashboard/home/index,56,2,5,3,1,0,0,1,1,1,1,153,0.3,1,0,172,US,0,0.2,0.7,31,1
http://kvkoem.tk/dashboard/home/index,37,0,5,0,0,0,0,0,1,1,1,69,0.22,1,0,593,BR,0,0.16,0.82,1,1
https://ily.bcll.itt.lkqndccx.ml/dashboard/home/index,53,0,5,3,1,0,0,0,1,1,1,249,0.21,1,0,12,DE,0,0.16,0.52,49,0
https://gjtwtdxiln.com/secure/dashboard/home/index,50,0,6,0,1,1,0,0,1,1,1,184,0.4,0,1,4,BR,0,0.15,0.69,-10,1
https://iksh.odr.euz.sfnbwgmjdy.xyz/login/dashboard/home/index,62,0,6,3,1,1,0,0,1,1,3,526,0.18,0,1,212,KR,1,0.18,0.81,56,1
https://jzzuto.micros0ft.com/dashboard/home/index,49,1,5,1,1,0,0,1,1,0,2,50,0.23,1,0,57,US,0,0.09,0.7,34,1
http://mbzscx.appl3.com/secure/update/dashboard/home/index,58,1,7,1,0,1,0,1,1,0,1,21,0.01,0,0,115,FR,1,0.34,0.73,39,1
http://rdhwykvi.edu/dashboard/home/index,40,0,5,0,0,0,0,0,1,0,4,2,0.24,1,1,22,KR,1,0.25,0.74,14,1
http://cgjn.gzakl.julmwcuhs.xyz/secure/login/dashboard/home/index,65,0,7,2,0,1,0,0,1,0,1,60,0.03,1,1,66,IN,1,0.26,0.67,29,1
https://cwvd.bylsmj.efehwa.rycpxbz.gq/account/account/dashboard/home/index,74,0,7,3,1,1,0,0,1,0,0,44,0.25,1,1,354,FR,1,0.28,0.6,29,1
https://micros0ft.gq/account/dashboard/home/index,49,1,6,0,1,1,0,1,1,0,2,62,0.14,1,0,71,DE,1,0.38,0.61,30,1
http://vmj.zcrg.amaz0n.gq/login/update/dashboard/home/index,59,1,7,2,0,1,0,1,1,0,1,7,0.09,0,1,290,CN,1,0.09,0.65,21,1
https://abpami.sxasyooezw.edu/verify/login/dashboard/home/index,63,0,7,1,1,1,0,0,0,0,0,91,0.2,0,1,368,US,1,0.14,0.79,42,1
https://iztlq.qezsyu.uwwyjy.net/dashboard/home/index,52,0,5,2,1,0,0,0,1,0,2,202,0.16,1,0,134,BR,1,0.33,0.66,34,1
http://ykzzapxzfo.edu/dashboard/home/index,42,0,5,0,0,0,0,0,1,1,0,25,0.04,0,0,73,DE,1,0.24,0.75,18,1
https://faceb00k.tk/login/verify/dashboard/home/index,53,2,7,0,1,1,0,1,0,0,2,114,0.09,0,0,13,FR,1,0.26,0.81,27,1
http://appl3.gq/dashboard/home/index,36,1,5,0,0,0,0,1,1,1,3,41,0.68,0,1,120,CN,0,0.4,0.54,18,1
https://lqp.ecfess.rhcko.g00gle.tk/login/dashboard/home/index,61,2,6,3,1,1,0,1,1,1,2,87,0.22,1,0,431,KR,1,0.24,0.64,16,1
https://ikm.coexj.blgvod.faceb00k.com/account/login/dashboard/home/index,72,2,7,3,1,1,0,1,1,0,1,173,0.1,0,0,130,US,0,0.16,0.81,-4,1
https://yly.zryoghkw.xyz/dashboard/home/index,45,0,5,1,1,0,0,0,0,0,0,44,0.34,1,0,267,FR,1,0.08,0.54,24,1
https://xaspuc.dpty.vgxxbk.net/dashboard/home/index,51,0,5,2,1,0,0,0,1,1,0,16,0.09,1,0,51,DE,0,0.15,0.85,47,1
http://dpsbxi.bmgj.appl3.edu/update/dashboard/home/index,56,1,6,2,0,1,0,1,1,1,0,16,0.01,1,0,334,RU,0,0.32,0.74,55,1
https://spclx.ttwvne.amaz0n.edu/account/dashboard/home/index,60,1,6,2,1,1,0,1,1,0,1,10,0.06,0,0,7,CN,1,0.13,0.69,9,1
https://glxsh.edu/login/verify/dashboard/home/index,51,0,7,0,1,1,0,0,1,1,2,3,0.02,0,0,130,DE,1,0.23,0.91,27,1
https://qnwzr.trhkeoz.gq/update/dashboard/home/index,52,0,6,1,1,1,0,0,1,0,0,2,0.11,1,1,630,BR,0,0.26,0.73,16,1
https://ljjgmrv.net/update/update/dashboard/home/index,54,0,7,0,1,1,0,0,0,0,2,106,0.27,0,1,173,RU,1,0.24,0.72,51,1
https://engbw.rrsrzg.amaz0n.org/secure/dashboard/home/index,59,1,6,2,1,1,0,1,0,0,0,240,0.3,0,0,90,DE,0,0.27,0.62,35,1
https://vvwec.tsox.micros0ft.edu/update/account/dashboard/home/index,68,1,7,2,1,1,0,1,1,1,2,340,0.09,0,0,241,DE,1,0.24,0.68,49,1
https://wdz.koxli.umqe.wmwpybxn.net/login/secure/dashboard/home/index,69,0,7,3,1,1,0,0,1,0,1,148,0.26,0,1,23,RU,1,0.34,0.68,30,1
http://kzjafjai.gq/account/verify/dashboard/home/index,54,0,7,0,0,1,0,0,0,1,1,45,0.3,1,0,84,BR,1,0.0,0.86,50,1
https://yxkf.ylnnlrd.edu/update/verify/dashboard/home/index,59,0,7,1,1,1,0,0,1,0,2,179,0.16,1,0,86,US,1,0.2,0.84,-6,1
https://sqhr.qpbcvbdld.com/secure/account/dashboard/home/index,62,0,7,1,1,1,0,0,0,1,3,113,0.43,0,0,11,RU,1,0.24,0.68,41,1
https://gacco.dcnscg.lzgb.ffgnfshb.edu/dashboard/home/index,59,0,5,3,1,0,0,0,0,0,0,59,0.09,1,0,139,FR,0,0.09,0.79,-1,1
https://jlqwc.g00gle.xyz/login/dashboard/home/index,51,2,6,1,1,1,0,1,1,0,1,48,0.02,1,1,134,KR,0,0.1,0.64,36,1
https://pupw.mmxl.gis.csbyek.edu/secure/account/dashboard/home/index,68,0,7,3,1,1,0,0,0,1,1,296,0.11,0,0,180,RU,1,0.34,0.71,40,1
https://wbmgzb.ojvc.ulwldm.irkvozbq.ml/login/secure/dashboard/home/index,72,0,7,3,1,1,0,0,1,0,2,21,0.11,0,0,78,BR,0,0.17,0.77,15,1
http://ivz.ryjbfloqmr.edu/secure/dashboard/home/index,53,0,6,1,0,1,0,0,1,1,2,99,0.03,0,0,33,FR,1,0.41,0.76,38,1
http://dwfvei.net/secure/dashboard/home/index,45,0,6,0,0,1,0,0,1,0,0,9,0.0,0,1,47,US,0,0.36,0.85,-3,1
https://zxthzz.udpxnv.syqfq.mnxepsdkp.org/account/dashboard/home/index,70,0,6,3,1,1,0,0,0,1,2,106,0.05,0,0,853,CN,0,0.14,0.76,62,1
https://nad.fte.rdbuf.stopysr.com/login/update/dashboard/home/index,67,0,7,3,1,1,0,0,1,0,1,8,0.39,0,0,78,FR,1,0.1,0.7,14,1
https://uzhe.een.hrykyzioag.edu/login/dashboard/home/index,58,0,6,2,1,1,0,0,1,1,0,145,0.04,1,0,137,US,1,0.21,0.58,5,1
https://uif.nueo.bypuqv.com/login/dashboard/home/index,54,0,6,2,1,1,0,0,1,1,4,56,0.01,1,1,210,IN,0,0.21,0.72,1,1
https://xykohx.nnmhq.zvzarlxp.gq/secure/dashboard/home/index,60,0,6,2,1,1,0,0,0,1,0,53,0.15,0,0,471,US,0,0.08,0.65,1,1
https://qytdli.faceb00k.net/dashboard/home/index,48,2,5,1,1,0,0,1,1,1,0,440,0.25,1,1,175,IN,0,0.21,0.72,23,1
https://qlarnqqt.xyz/update/dashboard/home/index,48,0,6,0,1,1,0,0,1,0,0,157,0.36,1,1,16,KR,1,0.11,0.71,44,0
https://rxusj.mndku.com/dashboard/home/index,44,0,5,1,1,0,0,0,1,0,1,53,0.12,1,1,872,FR,0,0.2,0.66,39,1
http://crob.qbrgfp.ftsfxwd.ml/verify/dashboard/home/index,57,0,6,2,0,1,0,0,1,1,1,153,0.07,1,1,15,IN,1,0.26,0.58,22,1
http://riml.mcqch.rsdovyeiu.net/dashboard/home/index,52,0,5,2,0,0,0,0,0,1,3,155,0.01,0,0,34,RU,0,0.17,0.45,31,1
https://mnkn.wupe.apkpxoozmu.org/login/login/dashboard/home/index,65,0,7,2,1,1,0,0,1,0,0,41,0.01,0,1,101,KR,0,0.25,0.71,-9,1
http://bfxj.xwbqcz.appl3.gq/update/update/dashboard/home/index,62,1,7,2,0,1,0,1,1,0,1,92,0.03,1,0,11,DE,0,0.32,0.68,59,1
https://nde.nhd.jsdf.njxnj.org/account/dashboard/home/index,59,0,6,3,1,1,0,0,1,1,0,474,0.02,1,1,65,FR,1,0.16,0.73,17,1
http://micros0ft.ml/login/login/dashboard/home/index,52,1,7,0,0,1,0,1,0,0,0,64,0.5,1,0,176,US,0,0.32,0.44,48,1
https://erxpb.yfpmmfk.ml/verify/dashboard/home/index,52,0,6,1,1,1,0,0,1,1,0,195,0.14,0,0,316,FR,0,0.08,0.79,45,1
https://mpbund.edu/account/secure/dashboard/home/index,54,0,7,0,1,1,0,0,1,1,0,48,0.15,0,1,43,KR,0,0.24,0.7,41,1
https://txcpog.sup.micros0ft.tk/dashboard/home/index,52,1,5,2,1,0,0,1,1,1,0,71,0.19,1,0,240,FR,1,0.2,0.47,21,1
http://pzkfo.eomzpu.twrtls.micros0ft.com/dashboard/home/index,61,1,5,3,0,0,0,1,1,0,1,138,0.23,0,0,52,US,1,0.09,0.69,48,1
http://uvmpc.com/login/verify/dashboard/home/index,50,0,7,0,0,1,0,0,0,0,4,6,0.11,0,0,205,US,0,0.13,0.66,33,1
https://mawynfunsp.xyz/dashboard/home/index,43,0,5,0,1,0,0,0,1,1,0,1,0.5,1,0,77,FR,0,0.33,0.77,53,1
https://sxosopjvfz.edu/login/dashboard/home/index,49,0,6,0,1,1,0,0,1,0,0,17,0.01,0,1,3,RU,0,0.27,0.8,14,1
https://voszoutyl.edu/login/dashboard/home/index,48,0,6,0,1,1,0,0,1,0,2,11,0.13,0,0,7,IN,0,0.32,0.85,65,1
https://ifoety.navgcrv.tk/dashboard/home/index,46,0,5,1,1,0,0,0,1,1,3,37,0.43,0,0,104,IN,1,0.07,0.76,32,1
https://xwohet.ktdnl.judcymawy.edu/login/verify/dashboard/home/index,68,0,7,2,1,1,0,0,0,0,1,19,0.48,1,1,355,KR,1,0.29,0.78,13,1
https://pgogm.jmfsj.faceb00k.net/verify/dashboard/home/index,60,2,6,2,1,1,0,1,1,1,3,96,0.03,0,1,7,RU,0,0.2,0.69,28,1
https://ookrb.mqlij.ljdyduemz.org/secure/update/dashboard/home/index,68,0,7,2,1,1,0,0,1,1,2,63,0.26,1,0,127,IN,0,0.37,0.76,-5,1
https://qowbef.qspkx.eujrmtxjh.ml/account/dashboard/home/index,62,0,6,2,1,1,0,0,1,1,4,55,0.0,1,0,18,CN,0,0.11,0.83,21,1
http://rxi.scecbwoakt.tk/dashboard/home/index,45,0,5,1,0,0,0,0,0,1,0,72,0.34,1,0,275,CN,1,0.24,0.69,30,1
https://nqijou.ikeant.imax.wmwyody.ml/verify/dashboard/home/index,65,0,6,3,1,1,0,0,0,0,1,123,0.05,0,0,29,DE,1,0.24,0.77,22,1
http://ebdcll.eabnec.ketkjgkg.com/login/dashboard/home/index,60,0,6,2,0,1,0,0,1,1,2,115,0.54,1,1,214,IN,1,0.35,0.82,18,1
https://appl3.org/login/dashboard/home/index,44,1,6,0,1,1,0,1,0,1,0,79,0.16,1,1,148,KR,1,0.22,0.91,54,1
http://vvdtgul.xyz/account/verify/dashboard/home/index,54,0,7,0,0,1,0,0,1,0,2,156,0.08,0,1,279,US,0,0.14,0.42,46,1
