URL,url_length,num_digits,num_special_chars,num_subdomains,uses_https,has_phishing_keyword,has_risky_tld,typo_suspected,has_iframe,has_mouseover_script,redirect_count,domain_age_days,page_rank,has_ssl_certificate,dns_record_present,whois_update_days,hosting_country,ip_location_risk,click_rate,bounce_rate,avg_time_on_page,has_ip_address,url_entropy,url_has_port_number,url_is_shortened,is_phishing
https://www.apple.org,21,0,2,1,1,0,0,0,0,0,1,1618,0.01,1,1,251,RU,1,0.26,0.63,174,0,3.65,0,0,0
http://verify-f@ceb11k.tk,25,2,4,0,0,1,1,0,0,0,2,260,0.07,0,1,64,US,0,0.27,0.71,271,0,4.05,0,0,1
https://www.facebook.co,23,0,2,1,1,0,0,0,0,0,2,1654,0.49,1,1,24,DE,0,0.49,0.93,229,0,3.76,0,0,0
http://update-gllgle.gq,23,0,3,0,0,1,1,0,1,1,2,93,0.03,0,0,6,DE,0,0.33,0.84,281,0,3.64,0,0,1
https://www.netflix.net,23,0,2,1,1,0,0,0,0,0,1,3382,0.84,1,1,99,CN,1,0.16,0.38,171,0,3.62,0,0,0
http://verify-micrzszft.gq,26,0,3,0,0,1,1,0,1,0,5,144,0.01,0,1,1,RU,1,0.32,0.75,101,0,4.13,0,0,1
https://www.paypal.com,22,0,2,1,1,0,0,0,0,0,1,3183,0.03,1,1,131,DE,0,0.09,0.97,145,0,3.66,0,0,0
http://login-gzzgle.gq,22,0,3,0,0,1,1,0,1,1,5,260,0.32,0,1,8,FR,0,0.25,0.48,134,0,3.73,0,0,1
https://www.apple.net,21,0,2,1,1,0,0,0,0,0,1,36,0.86,1,1,165,FR,0,0.8,0.35,266,0,3.43,0,0,0
http://login-f@cebllk.tk,24,0,4,0,0,1,1,0,0,1,3,33,0.12,0,1,83,DE,0,0.48,0.49,240,0,4.02,0,0,1
https://www.apple.org,21,0,2,1,1,0,0,0,0,0,0,1918,0.54,1,1,10,US,0,0.5,0.25,252,0,3.65,0,0,0
http://login-@m@z1n.gq,22,1,5,0,0,1,1,0,1,1,2,44,0.38,0,1,51,CN,1,0.17,0.7,144,0,4.0,0,0,1
https://www.microsoft.net,25,0,2,1,1,0,0,0,0,0,0,2977,0.76,1,1,144,RU,1,0.67,0.95,182,0,3.81,0,0,0
http://login-g11gle.cf,22,2,3,0,0,1,1,0,1,0,5,109,0.2,0,1,13,FR,0,0.09,0.92,44,0,3.88,0,0,1
https://www.netflix.net,23,0,2,1,1,0,0,0,0,0,0,3615,0.72,1,1,199,DE,0,0.45,0.79,100,0,3.62,0,0,0
http://update-f@ceb00k.tk,25,2,4,0,0,1,1,0,1,0,3,15,0.02,0,1,18,US,0,0.09,0.66,112,1,3.92,0,0,1
https://www.apple.org,21,0,2,1,1,0,0,0,0,0,2,2250,0.52,1,1,281,IN,0,0.26,0.11,174,0,3.65,0,0,0
http://secure-f@ceb00k.xyz,26,2,4,0,0,1,1,0,1,0,4,21,0.23,0,1,87,DE,0,0.45,0.55,212,0,4.21,0,0,1
https://www.google.co,21,0,2,1,1,0,0,0,0,0,1,3158,0.22,1,1,295,DE,0,0.2,0.64,252,0,3.56,0,0,0
http://secure-micr1s1ft.ml,26,2,3,0,0,1,1,0,1,1,4,40,0.3,0,1,69,DE,0,0.47,0.86,88,0,3.98,0,0,1
https://www.apple.com,21,0,2,1,1,0,0,0,0,0,2,379,0.44,1,1,68,RU,1,0.89,0.91,234,0,3.65,0,0,0
http://login-@m@z0n.xyz,23,1,5,0,0,1,1,0,0,1,1,159,0.16,0,1,24,US,0,0.48,0.44,177,0,4.09,0,0,1
https://www.facebook.com,24,0,2,1,1,0,0,0,0,0,0,2623,0.5,1,1,5,FR,0,0.82,0.5,296,0,3.86,0,0,0
http://update-gllgle.tk,23,0,3,0,0,1,1,0,1,1,0,283,0.3,0,1,84,RU,1,0.46,0.73,109,0,3.62,0,0,1
https://www.facebook.co,23,0,2,1,1,0,0,0,0,0,1,3718,0.61,1,1,12,DE,0,0.27,0.2,146,0,3.76,0,0,0
http://update-f@ceb00k.xyz,26,2,4,0,0,1,1,0,1,0,5,211,0.05,0,1,69,FR,0,0.29,0.49,70,0,4.21,0,0,1
https://www.facebook.com,24,0,2,1,1,0,0,0,0,0,0,1284,0.11,1,1,190,RU,1,0.6,0.91,55,0,3.86,0,0,0
http://secure-@m@z1n.gq,23,1,5,0,0,1,1,0,1,1,5,124,0.18,0,1,18,CN,1,0.12,0.66,200,0,4.18,0,0,1
https://www.microsoft.org,25,0,2,1,1,0,0,0,0,0,0,3716,0.1,1,1,295,IN,0,0.51,0.49,108,0,3.75,0,0,0
http://login-@m@z1n.xyz,23,1,5,0,0,1,1,0,0,1,2,178,0.2,0,1,38,CN,1,0.48,0.52,26,0,4.09,0,0,1
https://www.amazon.net,22,0,2,1,1,0,0,0,0,0,2,296,0.74,1,1,282,IN,0,0.36,0.86,163,0,3.66,0,0,0
http://secure-netflix.gq,24,0,3,0,0,1,1,0,0,1,0,143,0.27,0,1,85,US,0,0.17,0.94,198,0,4.11,0,0,1
https://www.apple.org,21,0,2,1,1,0,0,0,0,0,1,865,0.32,1,1,168,CN,1,0.83,0.5,107,0,3.65,0,0,0
http://verify-p@yp@l.gq,23,0,5,0,0,1,1,0,1,1,3,211,0.3,0,1,63,US,0,0.39,0.8,37,0,3.97,0,0,1
https://www.microsoft.co,24,0,2,1,1,0,0,0,0,0,0,2727,0.82,1,1,227,IN,0,0.83,0.71,67,0,3.66,0,1,0
http://verify-@pple.cf,22,0,4,0,0,1,1,0,1,1,3,218,0.09,0,0,96,CN,1,0.09,0.9,116,0,3.88,0,0,1
https://www.google.org,22,0,2,1,1,0,0,0,0,0,2,1510,0.62,1,1,196,DE,0,0.33,0.94,94,0,3.54,0,0,0
http://login-@pple.tk,21,0,4,0,0,1,1,0,0,1,3,93,0.34,0,1,79,US,0,0.14,0.75,99,0,3.75,0,0,1
https://www.microsoft.org,25,0,2,1,1,0,0,0,0,0,2,3606,0.59,1,1,138,US,0,0.83,0.24,206,0,3.75,0,0,0
http://secure-@pple.gq,22,0,4,0,0,1,1,0,1,1,3,109,0.38,0,1,33,IN,0,0.35,0.61,158,0,3.85,0,0,1
https://www.apple.org,21,0,2,1,1,0,0,0,0,0,2,2635,0.74,1,1,123,IN,0,0.3,0.19,104,0,3.65,0,0,0
http://login-@pple.ml,21,0,4,0,0,1,1,0,1,1,3,40,0.09,0,1,67,CN,1,0.42,0.97,13,0,3.75,0,0,1
https://www.amazon.org,22,0,2,1,1,0,0,0,0,0,2,3687,0.17,1,1,126,RU,1,0.0,0.33,190,0,3.79,0,0,0
http://update-@pple.cf,22,0,4,0,0,1,1,0,1,1,3,104,0.35,0,1,95,RU,1,0.32,0.51,234,0,3.7,0,0,1
https://www.apple.com,21,0,2,1,1,0,0,0,0,0,0,1168,0.3,1,1,145,IN,0,0.79,0.57,110,0,3.65,0,0,0
http://secure-netflix.gq,24,0,3,0,0,1,1,0,0,1,3,277,0.13,0,1,30,FR,0,0.05,0.52,94,0,4.11,0,0,1
https://www.facebook.co,23,0,2,1,1,0,0,0,0,0,2,3770,0.56,1,1,72,FR,0,0.24,0.7,90,0,3.76,0,0,0
http://verify-micrlslft.gq,26,0,3,0,0,1,1,0,1,1,4,226,0.24,0,1,80,US,0,0.08,0.75,292,0,4.13,0,0,1
https://www.google.co,21,0,2,1,1,0,0,0,0,0,0,507,0.2,1,1,207,DE,0,0.36,0.73,295,0,3.56,0,0,0
http://secure-netflix.gq,24,0,3,0,0,1,1,0,1,1,5,122,0.24,0,1,27,RU,1,0.05,0.88,135,0,4.11,0,0,1
https://www.microsoft.net,25,0,2,1,1,0,0,0,0,0,0,627,0.71,1,1,44,FR,0,0.23,0.18,170,0,3.81,0,0,0
http://login-f@cebzzk.ml,24,0,4,0,0,1,1,0,1,1,3,231,0.21,0,1,79,DE,0,0.11,0.85,220,0,4.25,0,0,1
https://www.apple.com,21,0,2,1,1,0,0,0,0,0,2,3547,0.48,1,1,17,DE,0,0.85,0.56,144,0,3.65,0,0,0
http://update-netflix.cf,24,0,3,0,0,1,1,0,0,1,2,250,0.31,0,1,46,US,0,0.24,0.93,119,0,3.92,0,0,1
https://www.apple.org,21,0,2,1,1,0,0,0,0,0,2,370,0.17,1,1,267,FR,0,0.68,0.54,204,0,3.65,0,0,0
http://login-micr0s0ft.xyz,26,2,3,0,0,1,1,0,1,0,5,86,0.4,0,1,35,CN,1,0.14,0.78,22,0,4.29,0,0,1
https://www.paypal.co,21,0,2,1,1,0,0,0,0,0,0,3890,0.42,1,1,142,US,0,0.69,0.58,145,0,3.56,0,0,0
http://login-micrlslft.tk,25,0,3,0,0,1,1,0,0,1,3,169,0.07,0,1,74,CN,1,0.48,0.47,236,0,3.97,0,0,1
https://www.apple.org,21,0,2,1,1,0,0,0,0,0,2,3124,0.76,1,1,74,FR,0,0.66,0.73,192,0,3.65,0,0,0
